Name,Date,Rate,Comment
ashleyrose2014,,1,At the beginning I liked amazon but when I cancel the membership and YOU STILL CHARGE ME THE 126 EVEN THOUGH I CANCELLED IT! If you are reading this do not do business with them. This is nothing but a scam. Iíll make sure to let people know how you do business. Thanks for making me low on my rent!!
cyndi.lou333,,3,I love amazon but this app is so incredibly slow and sensitive. I expect better
plncrzy,,4,"Once logged in to the app, there is no password, Face ID or Touch ID verification for a purchase. This should be an option."
nashikens,,2,The recent version is very slow to load. Scroll to the bottom of the results and just wait for it to load more... over and over.
I write_reviews,,1,The only bad thing is the give away lie. Amazon youíre supposed to be reliable company. You are losing your reliability each day!!!
BPaulling,,3,Many months later and the app still runs in a stunted black-barred mode on an 11î iPad Pro...
Marcelo2069,,1,Runs very slowly on my 7Plus...
Slarvey,,1,While the app ran great; this past update killed it. It runs so and is constantly loading - whether on WiFi or cellular. Not what you did but judging by reviews we know what you didnít do.
chrisb2286,,1,Iíve had amazon prime for YEARS I buy something once a week if not more... I just bought an $8 screen cover then I get an email that my account has been put on hold I can of course still pay my membership but canít make any purchases so I call customer service and they tell me I canít make purchases that my account has been put on hold however I can still make my membership payments... what? And when I ask why they said lack of payment I said uhhhh I pay with a card it come out right then would u like to see my bank statements she said not necessarily bc it shown i paid in their system however still have to be put on hold until they could figure out what happen on their end... so I canceled my membership I felt as if I was being scammed for more money and didnít feel safe having my info with them anymore
Jieming,,1,"Don't ever try to chat with customer service with this app. It will lose connection and the chat will be lost.  All progress in resolving your issue will be lost. Other than that, there's a bunch of things you can't purchase with the app and it requires you to log in to a web browser. It's almost useless."
dchild98,,1,They never deliver when they say they will missed my package twice and have had packages stolen because they will deliver on a different day while you are at work. Everything is from third party sellers so must things are extremely cheap. Probably not using amazon ever again
fatcharles,,1,terrible layout and slow to use.
cburke34,,1,"No multi pane view, no slide over view, still not optimized for new iPad screens. Save the trouble and just use the website through Safari instead"
elmiguelmdrz,,2,Iím spend a lot  money on amazon and I never win a giveaways
peterwishful,,2,I spend so much time waiting on still loading status. I have to kill the app and restart to browse. Need an update!
kkandpapa,,1,"I agree with ì annoyed shoppingî. You feature an item, but when I click on it, itís nowhere to be found."
mauler9m,,4,"I love the app. It works exactly as it should and is very easy to use. That being said, the one thing I donít get is why I canít purchase a Prime Video from this app or the Prime Video app. I kinda get the Prime Video app is more set up to stream the content rather than purchase it so I get that. But this app is suppose to basically replace the need to go through a browser to buy things from Amazon except for Prime Videos. If they fix this I would give it 5 stars."
Sloan_1,,1,"1) I never take the time to review apps, so you know this is bad. (LONG TIME Amazon customer of 16 years)
2) Browsing in their curated ìhomeî section and Iíll see something that catches my eye, but before I can click on it the list will shoot me to a few pages scrolled down making me lose my beloved item and the process all too frustrating & confusing to re-find. Happened 5 times this morning before I gave up.
3) Mystery box giveaways constantly saying ìstill loadingî or some ìbe-bop boopî b.s. where youíre supposed to think theyíre being cute as the page spins when attempting click on a giveaway item. Tried it w/3-4 items before REALLY giving up by deleting the app entirely. 
Iíd rather use my desktop computer than this poor, inept excuse for a shopping app. The likelihood of me actually going on my desktop to re-find and re-buy all these items is realistically slim to zero. You lost lots of money from me today Amazon."
tino pedula,,2,Shows lots of items not related to search. Also show items for selected seller not for all sellers just the one who maybe pay their way to be promoted ?
Skdd16,,2,The app use to work great. Loaded quickly and could scroll through thousands of items in minutes. Now the app loads extremely slow and crashes. Very frustrating.
JC98031,,1,"Screen has not been optimized for the 2018 iPad Pro.  

Make for a poor shopping experience."
Winebibbler,,1,Opened to see the product and couldnít find it anywhere but loads of stuff I donít want
fudn. hcjck,,1,Hey Alexa! Buzz off!!! I absolutely hate the concept of talking to your phone and amazon brings this trash to the next level.
Ray-Ray 77,,1,I donít whatís happened in the last couple months. App crashes and takes hours to search for something. Donít waste your time with the app.
i got noting,,1,My thing didnít come today
Instamomva116,,3,"Need more search filters!!
Need a like button for items not ready to purchase! Donít like ìlistsî"
Mtndawg45,,1,"Still loading...
Still loading...

Still loading...

Still loading...please fix."
boityholledickin,,5,Literally anything you need is on here fair prices and super fast shipping really recommend it
Rising card user,,1,"Signing in is always a situation, it never recognizes my passcode or finger print. 
Iíll request a temporary code to my email to sign in and I will receive back to back emails with different codes. 
For one of the richest most successful businesses you would think you would have an amazing app, yikes."
Pink5311,,1,I signed up for their 30 day amazon prime trial and placed an order for 2 day shipping Friday 2/22/19 and Sunday 2/24/19 at 7:48pm and my order said it was delivered at 4pm thereís no package here and I called customer service and they said to wait til tomorrow because they canít help me until tomorrow ?? Amazon prime is trash Iím definitely unsubscribing
ThatTechNerd,,4,"I want to start this by saying that I am a frequent online shopper. From clothes to furniture, I do it online. The issue I am recognizing here is that, you can't split screen it with another app. I don't think it would be hard to integrate, too. Other than that, app works great."
Awesome mechanics,,1,I downloaded this app because of a notification that I would receive $10 from signing in through the app. I clicked on the notification and was sent to a webpage that confirmed this. It said there would be a coupon code under the bell icon. No coupon code and too much extra hassle to do purchasing on iPhone.
Jdnejcnejkdnendj,,3,"The appís interface is very confusing when buying an item. Also I had a problem with canceling an item, when I tried to cancel an order it would take me through confusing verifications and I was left wondering if I actually successfully canceled the order. But to my surprise, a few days later the item I had canceled had arrived at my doorstep. AND I had heard from some other people that they have had the same problem I had: does not fully cancel an order. But issues aside, the app is convenient for buying items from a wide selection of cheap items"
Jp/kjk 12345,,1,Please update for 2018 iPad Pros
is santa claus real,,1,Never mind what ever boro baba hahahaha shompet!.
Nil_NotExists,,3,Still Loading ??????
thrasher.K,,1,Theyíve been Stealing Money Out My Account For No Reason & I have bought anything from there!!
jazmine palmer,,1,Amazon I love you so much but when I purchase something it always says itís canceled?!
Themusicman08,,1,"So Amazon has once again decided to come out with an update to this application. Thatís great! Except for one thing. Every time Amazon doesnít update, it seems to mess with voiceover on an iOS device. Iím not sure why Amazon needs to update their application every time, but they are forgetting that voiceover users do exist. The last time that this happened, we were not able to access the search feature very well because according to voiceover, there were letters, strings of numbers, and punctuation symbols that didnít exist on the screen. Did you guys forget that the last time that this happened there were several complaints about this from voiceover users? Also Iíve noticed that now when you search for products or a product itís not possible to filter out just to prime. The scrolling is horrible and if we talk to Amazonís customer service, they donít understand what weíre talking about when it comes to accessibility or voiceover. Amazon! Please fix the accessibility and put it back to the way it was. It would really help us a lot. Itís bad enough that we canít use your accessible website on a computer to search for what we want to find or buy. Every time we use that, your accessibility site redirect to the normal Amazon site. Think of it this way. Our money as as good as anyone elseís."
Leekerlee,,2,"So slow navigating after the last update.
Thanks for nothing. Makes me want to shop online at Target!!"
Chucks907,,1,"Iíve been an amazon customer for years, have bought all sorts of products and am a prime member. However I live in Alaska and after going through the lists Iíll get ready to check out and some items like clothes or charging cables or cases etc they have no problem shipping,  but if I pick some like ear buds or whatever it wonít ship to my address. I find this happening more and more. ALASKA is a US state and the items are not heavy!!! I order stuff from wish ... sent no problem FROM CHINA!! EBAY NO PROBLEM. Yet I canít get what I want from amazon... fix your issues in shipping!!! Or youíll lose this customer for good. And remember ... ALASKA AND HAWAII ARE APART OF THE UNITED STATES NOT A FOREIGN COUNTRY!!!!????????"
chetan13580,,1,"Amazon app is very poorly constructed. You hit any button and all you see is still loading.. forever..
Never had such a bad app experience from any of the rivals 
Grow up amazon"
Malthendia,,5,"I donít usually write reviews, but after I got a certain delivery, I was shocked. If ordered a package, which happened on a rainy day. Usually companies would place them under the roof, but the bottom would get soaked. However, I got my delivery wrapped in a bag, so it wouldnít get wet. Really happy!"
WiZe357,,4,"Can you please have the option of ìdark modeî?
Great app use it all of the time. Just too bright at times."
fredoche5,,2,"Text is too small, and the app does not take into consideration what the user set as font size preference in iPad Settings."
hale0nearth,,1,I spend more time waiting in line at the local grocer than I do for this spyware garbage to boot up and let me buy something.
Brittday20,,1,I absolutely loved Amazon decided to get the app to track my orders more thoroughly. Tracking is never accurate and using the delivery instructions is a waste of time. Never received any of my packages after paying for Prime and due to me being upset about never receiving my items and requesting MY money back for items I never received or at least wanting them to try to reship said items they canceled my account. Just a sad excuse for a company that promotes having great customer service and quality delivery services.
Connor O'Rourke,,5,Great App
TBTOA,,1,"The reviews on Amazon that once made it great are now trash. Looking for a iPhone charger and all 100% 5 star reviews. We all know thatís not right. So filter it out to only verified purchases and there are none. I cannot buy from scammers, and thatís what this is. So disappointed."
Michael.adams,,3,It would be really nice if in the audible app I could download things while browsing my phone. instead I have to jump apps or devices to make the ìpurchaseî with my tokens to get books to download. Plus itís difficult to figure out.  Itís really a small inconvenience but it does get annoying.
niÒa hermosa 17,,2,"Desde el 17 hice un pedido y hoy 23 de febrero no llego y solo con decir que lamentan la tardanza con eso tienen , como uno si paga por adelantado deberÌan de ser m·s precisos con la fecha de entrega y no estar quedando mal ??"
A902450928543,,1,"Simply put, the item listings donít match the reviews underneath them. 

Example: Iím browsing for lightning audio adapters, and if I tap on one to read the reviews, the reviews are for a set of taco shell holders."
TeeeRekt,,2,The app is great but it doesnít load when using a VPN. This is really inconvenient.
81darkness,,1,"Delivery used to be on time hassle-free.

Now my package is suppose to be delivered by USPS and nothing showed up.

""Delivery attempted"", yet there was no notice, nothing.

This is second time they've done that.

Now I'm wondering if I should continue using amazon."
dman10_RW,,5,???????????????? good job amazon producers!love this app so much but please make it easier to filter!??thx!
not-smiling,,1,"After spending thousands of dollars with Amazon I have just been told that none of my purchases will go towards the Amazon Smile organization that I designated. Customer service tells me that you cannot do Amazon Smile through the app. They said you must purchase through a browser on your phone or on a computer. That is very disappointing and very convenient for Amazon, especially when you look up a purchase up in a search engine and it goes directly to the app when you click that link. Why is Amazon making it so hard to send the proceeds to your designated organization?"
Addy/tepig/cupcake sprinckles,,3,"I like the app. I use it ALL the time. I have an issue with 2 things.
1. I need to be able to print a ìreceiptî for what I have purchased. I can always see my orders but I cant see the payments to them in a receipt form.
2. On my iPad I canít scroll through options like color or size. I can only see what opens in the tiny window without turning my iPad vertically which means I canít use my keypad. Very annoying when I am searching several versions of an item. Frustrating enough Iíve cut the app off."
Rabidcharlie,,3,"Application works fine for me. Wish it was easier to save items that I have contemplated purchasing without adding to cart. One thing that is extremely disappointing is meeting community guidelines to rate a product that was purchased. I donít buy a lot and didnít meet criteria to rate the product. I feel that if I buy something, rating it is a given. Another way to strong-arm people into 
spending more. The reality is I was going to give it an outstanding rating and talk very positive about the product purchase. So you and the seller lose out on a good review.  It also took the ratings and stars down on the app review as well.  You should consider changing this."
Jae Ramsis,,5,I had written a horrible review in this app but it turns out that it was a user error on my part. I had fixed the issue and the app works perfectly.
55621,,2,Idk if anyone else is having this problem but the shopping cart is so frustrating. It always crashes and you have to close the app to get it to work. Sometimes two or three times. Seriously amazon....can you not fix this?
??Tandy??,,2,Since I got Amazon prime it has been nothing but bad lucky. I might as well stick to traditional shopping. Customer service donít care at all I guess as long as they got there money screw how people feel. I am paying for amazon prime and get treated like crap. Soooooo not satisfied.
supertech98,,1,Thumbs down app doesnít work with VPN turned on. Clearly the amazon app is not optimized for all VPNís the app takes forever to load a page if the page loads at all!!!
Salmon10101,,4,"The app works great, itís easy and simple. But they need to work on how the screen fits for the iPhone XR. Itís very blurry and zoomed in."
hdkckkckkkrjKkejfhfkf,,5,Son los mejores gracias por sus esfuerzos y dedicaciÛn bendiciones para todo el colectivo
Dan-Codi,,3,"App does not have Face recognition, as most other apps have added that option."
Lbgrowl,,1,Please let me turn off vibrations
DeviantXS,,2,"Itís very hard to find what I want to see, and on the iPad there is no exception. I think using the website is better than the app now, which is sad because I like the service Amazon provides."
amazoncustomerserviceisjoke,,1,"Multiple times have I ordered items on amazon prime just for the 2 day shipping feature. Multiple times amazon has failed to deliver in that promise, yes I understand itís not perfect, but when you promise to get things to the customer in 2 days then you should deliver. When I signed up for prime they had the 2 day promise or a month free of prime. Big joke!!! First time I didnít get my delivery in 2 days they said that policy was out of date. Great customer service! Customer is always right, never said by Jeff Bezos. Anyway, tonight had a package said it was delivered. It wasnít, and guess what...amazon blamed the delivery status on the carrier. Saying they couldnít do anything about the status being scanned in as delivered, but I paid for 2 day delivery. Did amazon offer a monetary compensation, hahahahaha no they didnít! I guess if itís too good to be true it is! Lady I talked to was as useful as a poopy flavored lollipop. Just wish amazon would own up to its own faults like all other companies have too! Dealing with amazon customer service is harder than getting Democrats and Republicans to agree on anything. Take your money somewhere else, and donít let fake promises foul you!"
IttyBittyKritty,,1,"The most recent update has severely brought down the apps efficiency. Itís a battery killer and takes forever to load anything. Even selecting filters and categories is laggy. I canít use the app without having my charger nearby. And even then, the battery dies faster than the charger can keep up with. Really disappointed."
warriorblaze84,,1,A company that offers so many web services canít even get their own app or website to work. Pathetic.
BzGuide,,1,I need to sign in 4 times to place an order. I am over 70 years old. That is unexcitable.I will not be using Amazon ever again. I do not know why THEY changed how placing an order operates.
gregcols,,3,Please update the Amazon iPad app to accommodate the new screen size of the iPad Pro!!  Pretty much all my other apps have done so...what are u waiting for???
R.D.L.P,,1,Not fully compatible with new iPad pros
Gamom529,,1,I would like to be taken to the item I click on in the ad.. I donít want to have to search through your site.. not going to do it
Amber_Ryder,,1,"Previously when you searched for an item and then filtered the results, Amazon Then returned your results and attempted to filter out products that they deemed ìsimilarî BUT there was a blue link at the top to ìinclude filtered productsî. Iím not sure when or why they took that link out, but now when you search for something and it has 1000 results and you simply go in to sort them by price Amazon takes it upon themselves to filter out those ìlike productsî and you come back with exactly 2 results and no way to include the other items!!!! This makes the app completely USELESS!!!!!"
Dr.CC24577,,2,"You use to be able to get video games you pre-order the day they are released... I have also had numerous occasions where day of release of a video game, it gets cancelled or no longer available. Amazon has lost a lot of money due to this issue."
Zinz1352,,2,Latest update took away ability to search by Amazon Prime. I donít want to see other products that arenít free prime shipping.
Lizzie Suks,,3,This app isnít that bad but it wonít let me ask questions about products. Itís so annoying. I want to know if these marbles will keep my husband from divorcing me ??.
vanhoosen,,1,Iíve ordered a hoodie and not received or heard anything else from them they got my money but no response
JASP costa rica,,3,"Desde hace varios meses la calidad del servicio al cliente ha bajado de manera importante. Que lastima.
Incumplimiento en los pedidos. Compras que no aparecen. No responsabilidad."
HmongGuy1990s,,1,"It has been two or three weeks from now and since then the app started getting lag whether I tap on cart, show options menu, go back, etc. It took a while for the app to load. Other apps on my phone and iPad load faster than this Amazon app. Uninstall and reinstall the app does not fix the issue. There should be an update to fix this issue. I am using iPad Pro 10.5 and iPhone 7 Plus. By the way, browsing using the app is easier than the website. It took to long to load a page to the point I have to restart my Devices.I enjoy using the app  to, but not that it have too many bugs that make the app slows down. Amazon developers should look into this issue and fix it so it wonít take too much time for the app to load. This happened so many times already."
Edward the old cowboy,,1,"I am happy with the Amazon website, but the Amazon app is a huge disappointment.  The biggest reason is it just does not have the functionality or the logical progression of use that comes from learning to use the website.
My biggest beefs are not being able to page through the history of purchases or Items viewed, Iím not even sure I can see my wish list.
But the biggest single issue is I have been trying to purchase a book from Audible while traveling with only iOS devices.  The problem is a combination of Audible not allowing in app purchases.  The Amazon app does not allow purchasing audible books from the Amazon app.  But to pour salt into the wound I canít get to the Amazon webpage from my iOS device because when I do it just default back to the app.  
So do NOT try to use this awful app.  Sorry Amazon, you need to do better."
R.G.I.N.MT,,1,It never shows me what I searched up an most of the stuff is cheap knockoff version or trash somethingís your have better luck on eBay
dissatisfied Frank,,1,I ordered a gift for my wife expecting it 6 days before her birthday 2 days after the fact they cannot tell me anything about my order or shipment and are giving me the run around on my refund and they donít speak English when you contact them
SmileGiving,,3,"There should be access to Smile Amazon either through this app or through a separate app. 
Otherwise I enjoy shopping through this app."
TxTrey,,4,I donít know if itís iOS or this app that changed but the visibility setting for increasing text size has recently started working in the app. Thanks so much for correcting.
Mugginmegan,,2,App keeps force closing. Does not let me leave reviews for items. Freezes during searches.
duepwnfjwkej,,1,Any time I opened this app it crashed
Pranav musty,,1,Please squash them. Especially around checkout.
okotiebosizck,,1,Horrible lies by amazon customer service people. Horrible customer service lied and said she will send a link to me that I can click for seller service issues. This deserves a zero star or even a negative one.
mikespringsdrums,,2,"Iíve been logged in on the amazon app with one touch for a while. I tried making a purchase today and was required to log back in. 

When I entered the password I was given an incorrect password error message. I tried a few more times but to avail. I tried on my MacBook and the login works fine. 

There may be a login bug that needs to be worked out."
Sean boy.,,1,"Filter is not working properly. 
Also if you use sort the items will reduce dramatically. 
Itís like misleading by amazon not to find good deals. 
Why is that???"
isaiaherickochis,,5,"I love the app my only problem is that whenever I select a item to learn more about it, it goes back to the top of the search results!!! Please fix this then I will give the app 5 stars! ??"
pmichelsen,,1,"This app is incredibly poorly designed. Itís messy, the user interface is archaic looking, itís slow and dated. Needs updated."
texgal1749,,1,Annoyed with subscribe and save. Wonít allow me to proceed through checkout. Giving up and looking for another place
Bmoote2,,3,"Whatever upgrade was made to apparently
move away from native iOS structures has resulted in slower user experiences. Tapping the filter box takes a fill two beats to open the box and wait for items to load. Search results seem to take longer now. Not impressed. Amazon used to be so seamless in quickly allowing the user to navigate... now the user hates it and offers the web expedience. How backwards."
Uhmilcar,,5,"i love how amazons new update now, gives you a map and exact real time updates of where your package is so you can track it as it goes street by street."
Amazing free shooter,,1,How is it that this app has been around for so long but never been fully optimized for iPads? Also its frustrating to see that it doesnít take advantage of the full screen on 12.9 inch iPad Pro.
SweatyFingas,,3,"The app is very handicapped.  The website version of Amazon allows for better searching, review writing and filtering items while searching."
Mar&Sand,,5,Comprar con amazon prime is the idea
????,,1,Everything inside the app cost you money! Avoid it if you don't want your wallet to get empty!
Leroy100000000,,1,"This app destroys my iPhone battery like no other, like 25% in 5 minutes. Please fix. Using eBay instead more and more..."
Chris.710,,2,"Anytime I order something, it shows up in my dash always for $1 more than itís posted by the seller? Seems like a good way for amazon to make an extra few million a year off of unsuspecting customers! Thatís a dirty tactic!"
ISNS,,1,You guys may have noticed a decrease in video games sales.  Thatís because when you shop by department and scroll all the way to the video games category it stays off the screen and you canít select it.  I guess I have to shop for video games online using another app.
Molybdenum trioxide,,1,"This app provides a worse experience than the browser version of Amazon. Links to products pull you into this app, which then fail to load, or redirect you back to a web browser.

It isn't consistent enough to be used reliably, so, it's deleted. Amazon can send me almost any physical product in a day, but they can't make a reasonable mobile app..."
Suzy NYC,,3,"I like the shopping app, but I have so many boxes and plastic wrap to throw out! I feel sad about wasting so much material. Especially since I know how bad plastic is for oceans and how many billions of trees are sacrificed for this. Hopefully, Amazon will give me a choice for eco-friendly or reusable delivery materials. Iíd pay more for that. For now, I order only small things on Amazon and anything that requires more packaging (especially food!), I buy locally."
Mr. Not So Amused,,1,"Beware, Amazon quality is going down the drain"
Navy9545,,1,"As of version 13.2.0, the app has become extraordinarily slow, it freezes, stalls, and crashes. Particularly annoying is the filter menu - itís excruciatingly slow to come up and doesnít always react to touch. Scrolling through list of products causes the app to stall or crash excessively.

Please fix ASAP or I will uninstall app.

Amazon app version 13.2.0, iPhone 6, IOS 12.1.4, with a new battery."
Loveing,,1,I personally find amazon and Jeff Bezos to be creepy as **** which is why I will take my business somewhere else.
Coatesju,,2,I really donít like the layout of the prime pantry items and categories. It makes shopping annoying and more time consuming
hjiyfyvj,,1,"Once unintentionally taken to the Amazon ap, you cannot get out.  It is a trap, once in you have to enter information.  Avoid this application. Buy direct from the company.  Amazon is a scam that you get into & cannot get out of, similar to trying to close a facebook account."
Franlina17,,1,Muy mala
anttony22,,2,"They have to translate the reviews of the articles for Spanish, in the descriptions they leave small they have to activate the option to be able to expand.
When you apply filters from lower to higher prices, not all available products appear,

Tienen que traducir las reseÒas de los artÌculos para espaÒol , en las descripciones salen pequeÒas tienen que activar la opciÛn para poder ampliar .
Cuando se aplica filtros de menor a mayor precios no aparecen todos los productos disponibles ,"
abcd1234e5,,2,I canít live without it I need it back
??SydTheSquid??,,1,"My mom ordered 3 bags from here (for our diabetic supplies) and my brothers came in on February 15, 2019 and then she got an email saying that the bag she had ordered for me wonít be in until the 22nd of this month????"
Ece1,,2,Lately I have been getting many error messages with dog picture. Sorry something went wrong on our end. Hope it is fixed soon
CheeksMcGee,,1,Amazon is a shopping site but this app does not allow purchases so itís unclear to me what itís good for. You have to go out to a web browser app to actually buy something. Which makes the app pretty much useless.
&$safira,,1,Donít waste your time on this app
M. Burnes,,1,"Every time I order something expedited it gets lost somewhere, or some issue and the chat team on the app, have NO valid info to give, ordered for a Friday delivery, on Friday it says it will be there Monday, Saturday it says out for delivery, customer service assured me it is being returned and turned around, then out for delivery on Tuesday... why would anyone want a refund to a amazon gift card for a company that doesnít care? Or know how to communicate Will continue watching the streaming service, but packages, you folk have dropped the ball too many times, in SEATTLE, only if I absolutely have too (which as it engulfs is all, will be everything soon) will I order packages thru this conglomerate of broken truths"
Unprofessional Amazon,,1,My phone was stolen last year and when I got a new phone I made a account and now I have problems ordering I never owned a bank account in my life so now Iím screwed
robbiehou,,3,"App consistently states no internet while other apps including safari are working fine.
A reoccurring problem for the last six months."
Mr. FreeZZe,,4,I think the app works well and has a lot of the functionality of the web browser. I would like to be able to access Amazon Smile donations through the app and that would make it 5-star.
B Drizzle69,,1,Sometimes we need certain items by a certain date for whatever reason. We cough up the extra dough to get two day shipping but it takes closer to a week to get! Thought it was rare the first time but had happened too many times for comfort!
Dredb1,,2,"Big step back in latest version as they have removed the ìshow all resultsî button. For a search that gave me 234 valid results, when I sort by price low to high it drops down to 3 results! Now I canít get the full list back. Bring this back please - I canít use the app any more."
ajrule,,3,"I enjoy shopping online. Iím a homebody. So mobile app shopping is where itís at for me for those quick buys I donít have the time or energy to run out and get myself. Iím not picky, pretty easy to please when it comes to this. A good variety, basic ease of use, and feedback options and Iím good to go.

Iíve been using this amazon app for a while now and have noticed that lately, especially since I moved to my iPhone XS Max and iOS 12, it has become extremely slow almost to the point itís unusable. Iíve deleted and redownloaded the app, hard reset my phone and nothing seems to fix it. Opening the app and accessing the home screen takes forever let alone searching for anything.

Iím also noticing more and more items arenít deliverable to my address. The only difference is I now live in a secure apartment building that has accessible delivery options. Increasingly, however, I am having to order more and more items to nearby friends or family addresses for seemingly simple items. Sometimes even from the same source one item is fine but another is undeliverable.

Overall itís a great app as far as ease of us and interface, when it works. What gives guys?"
fjurugt td,,2,"I had an alternative Amazon app and they just stopped the support for it so I had to switch to this one. The layout of the other one was better - it just took one click to see my orders or lists instead of whole foods and prime which I never use. Another annoying thing is whenever I click the app icon from the home screen, even if I haven't closed the window, it takes me back to the home page instead of picking up where I left off. It's quite frustrating when I'm in the middle of researching a product and have to start the search again."
Nikki7776676,,1,The new update is awful! App doesnít show items anymore. New low to high system doesnít work properly. Very new update seems to make the app worse. Not impressed.
Kidiotic,,2,This app is so slow now. I donít know what they did to it but it used to be so much faster. Every new screen takes like a good 7 seconds. Itís definitely not my phone as thatís the only app I have a problem with
Pokemonmasterchamp,,1,Make sure to screen shot your purchases & keep track of double charges. I called customer service & they couldnít help with anything. They just asked me questions not dealing with my problem
Lammomma,,3,Really really wish you could archive purchased items conveniently from the app. That would be awesome.
Rox4077,,5,My life is so much easier!
Ben ggggggggg,,1,I have been using Amazon forever I made an account when I was in high school and recently lost the password so I made a new one and immeasurably it was locked and when you call customer service they canít do anything. They canít even transfer you to someone who can help.
queeenin,,1,"Bought a movie for my mom before she passed ( didn't get to watch it ) 
Amazon tracking said they dropped package on back porch... Was not there. You cannot  tell house number from back porch, wondering how they could tell who's house they are delivering to! 
Thanks amazon for making pay for 2 movies!!"
cgdre,,1,I opened this to look at a particular item.  What happened to it?  Bait I suppose!!!!!!
cphh2,,1,When I select clothing department the only option I am given to filter on is brand...I can no longer select gender/clothing type.
Aloha peg,,1,The search by picture mode is pointless doesnít work like it should. Go ask Alliexpress what system they use so you can get it.
NuclearKitten44,,5,I want free stuff but itís clearly not gonna happen. Rip in pepperoni hopes and dreams.
preemption,,2,"I have lately started to see signs the company is leaving the customer behind. Unfortunately. This app is good, but since itís used solely for buying, my comment is more about how the company is now showing signs that at least put me on guard for the first time in 20 years"
CamCass,,5,Fun to shop on
Smerrihew,,4,"Yeah. Amazon has a bug or two. But it's SUCH a big operation. Give 'em a break. I'm still amazed that they made such a thing happen. I could rattle off a long list of ways this company has made my life much easier. Grace to you Amazon. 
God bless you."
DSingletonyc,,1,"This is the worst app. After, I was hacked Amazon didnít nothing to resolve the problem. The fraudulent third party wrote reviews in my name. Amazon you are exposed! No thanks to you my information is exposed. Customer service is horrible!"
zobgte,,1,That is fake Policy
Ms. Whitehouse,,3,Your apparel is very poor quality and their size ranges are so off... itís literally ridiculous. Please create  ìQuality Assuranceî dept to check some of these vendors out.
DEGORD,,4,"I love this app, use it all the time, but the shopping list view shown in the bottom and I donít think you can get rid of it. It takes up space and canít get to all of the items in the filter which is annoying. I also would love for the app to use amazonsmile, instead you have to go online for that. Otherwise, great app."
SK12315,,2,Same great Amazon app across platforms but wish they would reformat for iPads
Mitchell Pash,,1,11.2 billion in profits. Zero in taxes. Pay your fair share Amazon.
pattyw**,,4,"The only thing I do not like is you donít know what country you are purchasing the item from, which makes a big different in size of clothing, the return process is a hassle, takes longer to get of course. There should be something in the description where this item is coming from, so you know what to expect."
kasrode,,5,"I use my Amazon app almost everyday. I think itís great, all right in the palm of your hand."
??? ????,,1,Baaaaad
Cloudryder9,,1,"App freezes and wonít unfreeze. Iíve uninstalled and reinstalled it, and now its just frozen on a white screen that says Amazon. Please do better Amazon. I pretty much buy everything from you. And seriously- people who are complaining about shipping issues and politics- this here is to strictly rate the app. Got a shipping issue- contact Amazon directly! Iíve been buying off Amazon for almost 20 years and never had an issue that couldnít be resolved by contacting Amazon directly. If u disagree with the CEOís politics and WAPO, delete the app and donít buy off Amazon!"
L. Jacara Cunningham,,1,No way to leave seller feed back and when we include it with product you leave it out.
NIX_34,,5,Love the app and use it all the time! My suggestion would be a dark mode. I think EVERY app needs a dark mode. Other than that itís great!
angiethekitty78,,1,The add on feature is so annoying. I just want to buy what I want to buy without having to spend over 25 dollars just for one product. I doubt I will be ordering from here if this feature is not changed or fixed.
corpandocon,,1,The current IOS version for this application on the new 2018 version of IPads does not allow for the purchasing of kindle books. It sends a shopper into an endless loop with no option to actually purchase the books. I have to go online to the website in order to complete purchases. What is the point of having this application if I still have to go to the website?
ani2708,,1,"I received an email which it says get $10 for your first sign in to the amazon app , donít download it itís a lie"
mad woman12,,1,So I tried to get on and order some stuff and it says that I have no internet connection. I tried to delete the app and redown load it and still nothing! If this keeps up I will be getting rid of my amazon prime thatís for sure!
Jay112323,,1,"Iím having second thoughts about using Amazon, given Bezosí ownership of Trump-bashing Washington Post. Iím not comfortable giving them more money now.

And irony of the day:  Bezos protests violation of his privacy as he builds a surveillance state.

And Chicago Tribune says ìAmazon paid no federal taxes on $11.2 billion in profits last year, according to group's analysisî. Something is wrong with this picture."
calexgo,,2,"It would be great if you added iPad Pro size support. And also the UI is bloated and not really user friendly, and sometimes it seems the app is merely displaying  a webpage. Could you update the app and simplify the app and make it more mobile friendly?"
J Gantz,,1,"There are more and more seller writing hundreds of fake 5 star reviews and combining the reviews of SEVERAL COMPLETELY UNRELATED ITEMS. I can decide if amazon is inept or unethical, but either way itís a shame. Booooo...."
dillycool,,1,I donít know my package is coming Thursday when is coming March first in the end thatís stupid I ordered it Friday I hate this thing itís the stupidest thing of ever heard And I am EP for $50 shipping I want my money back this is the stupidest thing Iíve ever heard of stupid stupid stupid
MOBmusic76,,1,The title says it all.
hannibal87,,1,"The iPhone Xís have been out for quite a while, but Amazon hasnít bothered to update for it. Makes things look kinda bad and the keyboard is awful to use."
fadster_,,1,Needs support  for iPhone XS Max
moneill71,,1,"This used to be a great app. 

When I try to use the menu to browse, some sub-menus have no content. For example, if I pick the clothing, shoes and jewelry menu my only choice is random choice of about 12 brands (e.g. Nike, Carterís, Calvin Klein, Amazon Essentials, etc). I canít browse by womenís clothes or womenís shoes. The only choice is the random brands and no way to look at any other brands or browse several brands.

Please fix this!"
